"Order #","MSS PO","Enrollment #","Order Recv. Date","Date ORD ACK","Customer Name","SKU Ordered",Appliance,Qty,"Service SKU","Service Level",Address,City,State,Postal,Country,"Serial #","Expected ship date","Actual Ship Date","INCO Terms",Carrier,"Tracking #","Customs Arrival Date","Final Delivery Date"
014418,6000437761,47486408,04/25/2017,,"Carhartt, Inc.",3M2-00002,8600,1.00,3M2-00006,Premium,"5750 Mercury Drive",Dearborn,MI,48126,"United States",,,,,FEDEX,,,
014417,6000437878,83127186,04/25/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,,,FEDEX,,,
014416,HPE495074,NFR-5,04/24/2017,,"Hewlett Packard Enterprise",3M2-00001,8100,1.00,,,"585 South Boulevard ",Pontiac,MI,"48341 ","United States",,,,,FEDEX,,,
014415,6000437809,72993488,04/24/2017,04/24/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,,,FEDEX,,,
014414,6000437810,88075845,04/24/2017,04/24/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,,,FEDEX,,,
014409,6000437760,72557480,04/24/2017,04/24/2017,"OPEN TEXT CORP",3M2-00002,8600,1.00,3M2-00006,Premium,"5347 WEST 161ST STREET","BROOK PARK",OH,44142,"United States",,,,,FEDEX,,,
014408,6000437757,72557480,04/24/2017,04/24/2017,"OPEN TEXT CORP",3M2-00002,8600,1.00,3M2-00006,Premium,"1301 SOUTH MOPAC EXPRESSWAY",AUSTIN,TX,78746,"United States",,,,,FEDEX,,,
014407,6000437587,53828149,04/21/2017,04/24/2017,"Mid Cheshire Hospitals NHS Foundati, ATTN: Matt Palmer",3M2-00002,8600,1.00,3M2-00005,Standard,"RECEIPTS AND DISTRIBUTION Dept, MIDDLEWICH ROAD",Crewe,CH,CW14QJ,"United Kingdom",,,,DDP,DHL,,,
014406,6000437586,66536484,04/21/2017,04/21/2017,"EQUINIX pour Diademys",3M2-00001,8100,1.00,3M2-00005,Standard,"10 RUE WALDECK ROCHET",AUBERVILLIERS,,93300,France,,,,DDP,DHL,,,
014405,97933419,N/A,04/21/2017,,Microsoft,3M2-00001,8100,1.00,3M2-00005,Standard,"1 Microsoft Way",Redmond,WA,98052,"United States",,,,,FEDEX,,,
014404,6000437360,71789124,04/20/2017,04/21/2017,"MKOPA KENYA LIMITED",3M2-00002,8600,3.00,3M2-00005,Standard,"P.O BOX 51866, GEORGE PADMORE ROAD, NAIROBI 00100 KENYA",NAIROBI,11,100,Kenya,,,,DAP,DHL,,,
014403,6000437386,70320239,04/20/2017,04/21/2017,"Jeraisy Computer & Communication Se",3M2-00001,8100,1.00,3M2-00005,Standard,"Al Awwal Street, Sulai, Near Exit 1, P.O. Box 62640",Riyadh,01,11595,"Saudi Arabia",,,,DAP,DHL,,,
014402,6000437387,87957713,04/20/2017,04/21/2017,"Sociedade Altitude Software - Siste, ATTN: Susana Oliveira",3M2-00001,8100,1.00,3M2-00005,Standard,"Rua Frederico George, nº 37 A",Lisboa,11,1600-468,Portugal,,,,DDP,DHL,,,
014401,6000437318,71789124,04/20/2017,04/20/2017,"MKOPA KENYA LIMITED",3M2-00001,8100,5.00,3M2-00005,Standard,"P.O BOX 51866, GEORGE PADMORE ROAD, NAIROBI 00100 KENYA",NAIROBI,11,100,Kenya,,,,DAP,DHL,,,
014400,6000437021,5917546,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014399,6000437023,69914479,04/20/2017,04/21/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/21/2017,,FEDEX,,,
014398,6000437056,51064766,04/20/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014397,6000437022,91188024,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014396,6000437058,88446431,04/20/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,,,FEDEX,,,
014395,6000437057,70864971,04/20/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,,,FEDEX,,,
014394,6000437055,86757062,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014393,6000437054,91719338,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014392,6000437053,58539867,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014391,6000437052,69788041,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014390,6000437051,73794116,04/20/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,,,FEDEX,,,
014389,6000437050,80498924,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014388,6000437049,53043526,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014387,6000437047,48375406,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014386,6000437048,53043526,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014385,6000437030,91031515,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014384,6000437029,69406181,04/20/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,,,FEDEX,,,
014383,6000437027,62746211,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014382,6000437028,69788041,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014381,6000437025,67897492,04/20/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,,,FEDEX,,,
014380,6000437026,72579920,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014379,6000437024,56798760,04/20/2017,04/20/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/20/2017,,FEDEX,,,
014378,6000436897,79695255,04/20/2017,04/20/2017,"SportsDirect.com Retail Ltd",3M2-00002,8600,2.00,3M2-00006,Premium,"Sports Direct, Unit A, Brook Park East",Shirebrook,NT,"NG20 8RY","United Kingdom","SHG0997877L7LED
SHG0997877L7LT9",,04/21/2017,DDP,DHL,916067525,,
014377,6000436912,FSR-12206,04/19/2017,04/20/2017,Ryder,3M2-00001,8100,1.00,3M2-00006,Premium,"5910 Techni Center Dr",Austin,TX,787212321,"United States",SHG0997879L7LKD,,04/20/2017,,FEDEX,701542260154,04/24/2017,04/24/2017
014376,6000436898,90113806,04/19/2017,04/20/2017,"Computer World Inernational",3M2-00002,8600,1.00,3M2-00006,Premium,"Al Munierah Tower Prince Faisal s.t",Khoubar,,31952,"Saudi Arabia",SHG0997877L7LS0,,,DAP,DHL,,,
014374,"97693311 & 97759059",SHG0991003L70A4,04/19/2017,,"MTC - Brazil Microsoft Informática Ltda.(Av. das Nacoe)",,,,3M2-00005,Standard,"Av. das Nacoes Unidas 12901Torre Norte  27 Itaim Bibi","Sao Paulo",SP,04795-100,Brazil,,,,DAP,DHL,,,
014373,6000436426,8499881,04/18/2017,04/18/2017,"University of Wisconsin-River Falls",3M2-00001,8100,1.00,3M2-00006,Premium,"410 South 3rd Street","River Falls",WI,54022,"United States",SHG0997879L7LKH,,,,FEDEX,701542260511,,
014372,6000436425,83666404,04/18/2017,04/18/2017,"Derive Systems",3M2-00002,8600,1.00,3M2-00005,Standard,"815 S 1st Ave",Pocatello,ID,83201,"United States",SHG0997877L7LT4,,04/19/2017,,FEDEX,701542260062,,
014371,6000436379,47834071,04/18/2017,04/18/2017,"Gulf Marine Services",3M2-00001,8100,1.00,3M2-00005,Standard,"GMS Mussafah base","ABU DHABI",AZ,46046,"United Arab Emirates",,,,DAP,DHL,,,
014370,6000436144,85585629,04/17/2017,04/17/2017,"SoftwareONE US - Miami Office",3M2-00002,8600,1.00,3M2-00005,Standard,"141 NE 3RD AVENUE SUITE 1100",MIAMI,,33132,"United States",SHG0997877L7LRF,,04/24/2017,,FEDEX,701542260500,,
014368,6000435822,60012231,04/17/2017,04/17/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/17/2017,,FEDEX,,,
014367,6000435823,60012231,04/17/2017,04/17/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/17/2017,,FEDEX,,,
014366,6000435821,60012231,04/17/2017,04/17/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/17/2017,,FEDEX,,,
014365,6000435824,60012231,04/17/2017,04/17/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/17/2017,,FEDEX,,,
014364,6000435825,84012939,04/17/2017,04/17/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/17/2017,,FEDEX,,,
014363,6000435826,84012939,04/17/2017,04/17/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/17/2017,,FEDEX,,,
014362,6000435827,8370770,04/17/2017,04/17/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/17/2017,,FEDEX,,,
014361,6000435743,84431694,04/14/2017,04/14/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/14/2017,,FEDEX,,,
014360,6000435772,57193140,04/14/2017,04/14/2017,"LAND O LAKES INC",3M2-00002,8600,1.00,3M2-00005,Standard,"1200 County Road F West","Arden Hills",MN,55126,"United States",SHG0997877L7LN5,,04/24/2017,,FEDEX,701542260452,,
014359,6000435771,77627914,04/14/2017,04/14/2017,"MacroGenics, Inc.",3M2-00001,8100,1.00,3M2-00005,Standard,"9704 Medical Center Drive",Rockville,MD,20850,"United States",SHG0997879L7L78,,04/18/2017,,FEDEX,701542259827,04/20/2017,04/20/2017
014358,6000435608,6199471,04/13/2017,04/14/2017,"Novabase IMS",3M2-00001,8100,1.00,3M2-00005,Standard,"Nº4, BLOCO 6 - PARQUE ORIENTE, RUA D.NUNO ÁLVARES PEREIRA","BOBADELA LRS",11,2695-167,Portugal,SHG0997879L7KXX,,04/18/2017,DDP,DHL,9160675193,,
014355,6000435572,85527789,04/13/2017,04/13/2017,"RHA Inc",3M2-00001,8100,1.00,3M2-00005,Standard,"590 W. Locust Ave Suite 103",Fresno,CA,93650,"United States",SHG0997879L7L6W,,04/18/2017,,FEDEX,701542259816,04/21/2017,04/21/2017
014354,6000435378,76577110,04/12/2017,04/21/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/21/2017,,FEDEX,,,
014353,6000435377,76577110,04/12/2017,04/21/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/21/2017,,FEDEX,,,
014352,6000435376,79657400,04/12/2017,04/12/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014351,6000435375,7326138,04/12/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014350,6000435374,52004492,04/12/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014349,6000435373,8180003,04/12/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014348,6000435372,62351702,04/12/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014347,6000435371,55604361,04/12/2017,04/12/2017,"First Datacorp",3M2-00002,8600,1.00,3M2-00006,Premium,"8741 PASEO DE ROXAS AVENUE, 3RD FLOOR CITIBANK CENTER","MAKATI CITY",MN,1226,Philippines,SHG0997877L7LEB,,04/13/2017,DAP,DHL,9160675204,,
014346,6000435370,47721197,04/12/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014344,6000435336,58491909,04/12/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014343,6000434701,51277496,04/12/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014342,6000434697,55263433,04/12/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014340,6000435335,72746652,04/12/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014339,6000435334,84514581,04/12/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/13/2017,,FEDEX,,,
014338,6000435337,66787031,04/12/2017,04/12/2017,"Human IT Solutions",3M2-00001,8100,1.00,3M2-00005,Standard,"NASR CITY, FREE ZONE, BLOCK G AREA 7,9",Cairo,C,11765,Egypt,SHG0997879L7L79,,04/17/2017,DAP,DHL,9160675156,04/20/2017,04/24/2017
014337,6000435323,61716447,04/12/2017,04/12/2017,"Veiligheidsregio Twente",3M2-00001,8100,1.00,3M2-00005,Standard,"Spaansland 20",Enschede,OV,7543BG,Netherlands,SHG0997879L7LKF,,04/24/2017,DDP,DHL,9160675322,,
014336,6000435322,60082317,04/12/2017,04/12/2017,"INGEUS EUROPE LTD",3M2-00002,8600,2.00,3M2-00006,Premium,"66 Prescot Street, Ingeus UK Ltd , Fourth Floor",London,,"E1 8HG","United Kingdom","SHG0997877L7LRH
SHG0997877L7LS1",,04/19/2017,DDP,DHL,9160675274,,
014335,470027657,N/A,04/12/2017,,CBRE,3M2-00001,8100,1.00,3M2-00005,Standard,"501 Port Industrial Parkway",Quincy,WA,98848,"United States",SHG0997879L7L68,,04/13/2017,,FEDEX,701542259264,04/19/2017,04/19/2017
014334,6000435111,60567594,04/11/2017,04/12/2017,"Mannai Trading Company W.L.L",3M2-00001,8100,1.00,3M2-00006,Premium,"SALWA ROAD",Doha,,76,Qatar,SHG0997879L7L6V,,04/17/2017,DAP,DHL,9160675160,04/20/2017,04/23/2017
014333,6000435112,91083915,04/11/2017,04/12/2017,"Comparex Poland Sp. z o.o.",3M2-00002,8600,1.00,3M2-00006,Premium,"UL. RÓWNOLEGŁA 2",Warsaw,MZ,02-235,Poland,SHG0997877L7LRE,,04/19/2017,DAP,DHL,9160675215,,
014332,6000435109,69096991,04/11/2017,04/12/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/12/2017,,FEDEX,,,
014331,6000435110,71518296,04/11/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014330,6000435108,70380027,04/11/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014329,6000435107,8898012,04/11/2017,04/11/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014328,6000434734,76780630,04/10/2017,04/24/2017,"Telus Inc.",3M2-00002,8600,1.00,3M2-00006,Premium,"1525 10TH AVE. SW, TELUS CALGARY IDC",CALGARY,AB,,Canada,,,,,FEDEX,,,
014327,6000434733,83774243,04/10/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014326,6000434732,83774243,04/10/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014325,6000434731,71723828,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014324,6000434729,56022480,04/10/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014323,6000434730,56022480,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014322,6000434725,77135420,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014321,6000434728,56022480,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014320,6000434727,65364650,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014319,6000434726,77135420,04/10/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014318,6000434724,78181872,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014317,6000434723,78181872,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014316,6000434721,80392797,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014315,6000434722,51000477,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014314,6000434702,56142044,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014313,6000434700,50117415,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014312,6000434699,50117415,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014311,6000434698,55768858,04/10/2017,04/11/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014310,6000434696,5697053,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014309,6000434695,91277415,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014308,6000434687,87805319,04/10/2017,04/11/2017,"Al Jaber L.E.G.T. Engineering & Con",3M2-00001,8100,1.00,3M2-00005,Standard,"GRIDCO III BLDG C RING ROAD, AL MUNTAZAH",DOHA,,23007,Qatar,SHG0997879L7L7A,,04/17/2017,DAP,DHL,9160675171,04/20/2017,04/23/2017
014307,6000434686,87805319,04/10/2017,04/11/2017,"Al Jaber L.E.G.T. Engineering & Con",3M2-00001,8100,1.00,3M2-00006,Premium,"3601 Marina Plaza, Dubai Marina",Dubai,DU,27639,"United Arab Emirates",SHG0997879L7L7N,,04/17/2017,DAP,DHL,9160675145,04/22/2017,04/24/2017
014306,6000434685,66195153,04/10/2017,04/11/2017,"Magrabi Eye And Ear Hospital And Ce",3M2-00001,8100,1.00,3M2-00005,Standard,"King Abdullah Rd., Ashbilia Center - 5th Floor",Jeddah,,21462,"Saudi Arabia",SHG0997879L7L62,,04/17/2017,DAP,DHL,9160675182,04/22/2017,04/24/2017
014305,6000434684,90729148,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014304,6000434683,72490234,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014303,6000434682,72490234,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014302,6000434681,72490234,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014301,6000434680,88421672,04/10/2017,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014300,6000434679,88421672,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014299,6000434678,88421672,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014298,6000434677,88421672,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014297,6000434676,88421672,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014296,6000434675,88421672,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014295,6000434674,88421672,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014294,6000434672,81662086,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014293,6000434671,87778614,04/10/2017,04/11/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014292,6000434670,70450632,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014291,6000434669,91008982,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014290,6000434668,52528238,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014289,6000434667,52528238,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014288,6000434666,78953887,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014287,6000434664,50667514,04/10/2017,04/11/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014286,6000434665,90528836,04/10/2017,04/10/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014285,6000434662,4881085,04/10/2017,04/10/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014284,6000434663,72961098,04/10/2017,04/10/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/11/2017,,FEDEX,,,
014283,6000434652,50201288,04/10/2017,04/10/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/10/2017,,FEDEX,,,
014282,6000433914,85080775,04/10/2017,,"AXIS Speciality U.S> Services, Inc",3M2-00002,8600,1.00,3M2-00006,Premium,"480B Arsenal Street, AT_amp_T Internet Data Center C/O Site",Watertown,MA,02472,"United States",SHG0997877L7LRJ,,04/19/2017,,FEDEX,701542260051,04/24/2017,04/24/2017
014281,6000434448,48701745,04/07/2017,04/07/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/10/2017,,FEDEX,,,
014280,6000434447,59912562,04/07/2017,04/07/2017,"TeleTech Holdings, Inc.",3M2-00001,8100,1.00,3M2-00006,Premium,"9197 S Peoria Street",Englewood,CO,80112,"United States",SHG0997879L7L69,,04/11/2017,,FEDEX,701542258820,04/13/2017,04/14/2017
014279,6000434445,8462685,04/07/2017,04/07/2017,"RI-STATE GOVERNMENT",3M2-00001,8100,1.00,3M2-00006,Premium,"150 South Main Street",Providence,RI,02903,"United States",SHG0997879L7L67,,04/11/2017,,FEDEX,701542258831,04/13/2017,04/13/2017
014278,6000434446,5620966,04/07/2017,04/07/2017,"Government of Yukon",3M2-00002,8600,1.00,3M2-00005,Standard,"2071 2nd Ave Box 2703",Whitehorse,YT,"Y1A 2C6",Canada,SHG0997877L7LN8,,04/13/2017,,FEDEX,9160675112,,
014274,6000434423,77241060,04/07/2017,04/07/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/07/2017,,FEDEX,,,
014273,6000434425,77241060,04/07/2017,04/07/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/07/2017,,FEDEX,,,
014272,6000434424,77241060,04/07/2017,04/07/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/07/2017,,FEDEX,,,
014271,6000434422,59483779,04/07/2017,04/07/2017,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/07/2017,,FEDEX,,,
014269,6000434201,6586211,04/06/2017,04/07/2017,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,04/07/2017,,FEDEX,,,
