"Order #","MSS PO","Enrollment #","Order Recv. Date","Date ORD ACK","Customer Name","SKU Ordered",Appliance,Qty,"Service SKU","Service Level",Address,City,State,Postal,Country,"Serial #","Expected ship date","Actual Ship Date","INCO Terms",Carrier,"Tracking #","Customs Arrival Date","Final Delivery Date"
012503,6000370413,70513404,05/12/2016,,"Sungard Availibility Services, Sungard Availibility Services",3M2-00002,8600,1.00,3M2-00006,Premium,"1500 Spring Garden St",Philadelphia,PA,19130,"United States",SHG0997877L7CWF,,05/24/2016,,FEDEX,903099214939,,
012502,6000370411,SHG0991018L706T,05/12/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/13/2016,,FEDEX,,,
012501,6000370409,SHG0997877L71AP,05/12/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/13/2016,,FEDEX,,,
012500,6000370410,SHG0991003L70CS,05/12/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/13/2016,,FEDEX,,,
012499,6000370407,84727541,05/12/2016,,"Universal American Mortgage Co. (UA",3M2-00001,8100,1.00,3M2-00006,Premium,"15550 Lightwave Drive Suite 200",Clearwater,FL,33760,"United States",SHG0997879L7D1E,,06/03/2016,,FEDEX,903099216677,,
012498,6000370408,SHG0997877L71A8,05/12/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/13/2016,,FEDEX,,,
012496,6000370088,60583535,05/11/2016,,"Intercede Ltd",3M2-00002,8600,1.00,3M2-00005,Standard,"St. Mary's Road Lutterworth Hall",Lutterworth,LEC,"LE17 4PS","United Kingdom",SHG0997877L7CTC,,05/20/2016,DAP,DHL,2862373824,,
012495,6000370085,70527029,05/11/2016,,"SoftwareONE UK Ltd",3M2-00001,8100,1.00,3M2-00006,Premium,"41-47 Hartfield Road",London,,"SW19 3JN","United Kingdom",SHG0997879L7CBP,,05/13/2016,DAP,DHL,2862373743,,
012494,6000369994,80823006,05/11/2016,,Coherent,3M2-00001,8100,1.00,3M2-00006,Premium,"5100 Patrick Henry Dr.","Santa Clara",CA,95054,"United States",SHG0997879L7CBN,,05/13/2016,,FEDEX,903099213358,,
012493,6000369993,5762252,05/11/2016,,"North Texas Tollway Authority",3M2-00002,8600,1.00,3M2-00006,Premium,"5910 W Plano Parkway, Suite 610",Plano,TX,75093,"United States",SHG0997877L7CTB,,05/21/2016,,FEDEX,903099214300,,
012492,6000369995,78687550,05/11/2016,,"BAI Communications",3M2-00002,8600,1.00,3M2-00006,Premium,"799 PACIFIC HIGHWAY, LEVEL 10, TOWE",CHATSWOOD,NSW,2067,Australia,SHG0997877L7D3Q,,06/01/2016,DAP,DHL,2862374152,,
012491,6000369881,67457482,05/10/2016,,"FirstService Residential Management, ATTN: Chris Cady",3M2-00002,8600,1.00,3M2-00005,Standard,"7135 S. Decatur Blvd.","Las Vegas",NV,89118,"United States",SHG0997877L7CT1,,05/21/2016,,FEDEX,903099214310,,
012490,6000369866,5265635,05/10/2016,,"Bexar County Information Technology",3M2-00002,8600,1.00,3M2-00006,Premium,"203 W. Nueva","San Antonio",TX,78207,"United States",SHG0997877L7CTE,,05/21/2016,,FEDEX,903099214321,,
012488,6000369807,66267306,05/10/2016,,"BUI (Pty) Ltd",3M2-00001,8100,3.00,3M2-00005,Standard,"BUI Microsoft Corporate Hill",Johannesburg,GT,2129,"South Africa","SHG0997879L7CAR 
SHG0997879L7CAT
SHG0997879L7CB6",,05/12/2016,DAP,DHL,2862373721,,
012487,6000369672,7490591,05/09/2016,,"Haufe-Lexware GmbH _amp_ Co. KG",3M2-00001,8100,1.00,3M2-00006,Premium,"Munzinger Str. 9",Freiburg,BW,79111,Germany,SHG0997879L7CBS,,05/12/2016,DAP,DHL,2862373710,,
012486,6000369142,65522025,05/05/2016,,AORN,3M2-00002,8600,1.00,3M2-00005,Standard,"2170 S. Parker Road 400",Denver,CO,80231,"United States",SHG0997877L7CSW,,05/11/2016,,FEDEX,903099212899,,
012485,6000369136,83999982,05/05/2016,,"North American Power and Gas, LLC",3M2-00002,8600,1.00,3M2-00005,Standard,"20 Glover Ave",Norwalk,CT,06850,"United States",SHG0997877L7CXP,,06/01/2016,,FEDEX,903099216129,,
012484,6000369116,53144868,05/05/2016,,"Minacs Private Limited",3M2-00002,8600,1.00,3M2-00006,Premium,"Outer Ring Road, Bellandur",Bangalore,KA,560103,India," SHG0997877L7CT0",,05/23/2016,DAP,DHL,2862373835,,
012483,6000369100,78017950,05/05/2016,,"InterXion (tav AG Insurance SA/NV)",3M2-00002,8600,1.00,3M2-00006,Premium,"Wezembeeksraat 2",Zaventem,.,1930,Belgium,SHG0997877L7CTQ,,05/23/2016,DDP,DHL,2862373894,,
012482,6000369099,78017950,05/05/2016,,"AG Insurance SA/NV",3M2-00002,8600,1.00,3M2-00006,Premium,"Rue Saint-Pierre 1",Brussels,BRU,1000,Belgium,,,05/23/2016,DDP,DHL,2862373905,,
012481,6000369098,85047270,05/05/2016,,"Auxilion Limited",3M2-00001,8100,1.00,3M2-00006,Premium,"12C Joyce Way Parkwest Business Par",Dublin,D,D12AY95,Ireland,SHG0997879L7CCC,,05/12/2016,DAP,DHL,2862373636,,
012480,6000369097,69243238,05/05/2016,,"utilitas GmbH",3M2-00001,8100,2.00,3M2-00005,Standard,"Krugenofen 29",Aachen,NW,52066,Germany,"SHG0997879L7C9F
 SHG0997879L7CBM",,05/11/2016,DDP,DHL,2862373662,,
012479,6000368975,69688452,05/04/2016,,"Children's Hospital Colorado",3M2-00001,8100,1.00,3M2-00005,Standard,"13123 E. 16th Avenue",Aurora,CO,80045,"United States",SHG0997879L7C5W,,05/12/2016,,FEDEX,903099212579,,
012478,6000368976,49224605,05/04/2016,,"AmWINS Group, Inc.",3M2-00002,8600,1.00,3M2-00006,Premium,"4725 Piedmont Row Dr Suite 600",Charlotte,NC,28210,"United States",SHG0997877L7CVX,,05/21/2016,,FEDEX,903099214549,,
012477,6000368977,46822935,05/04/2016,,"Meadowbrook, Inc.",3M2-00001,8100,1.00,3M2-00005,Standard,"26255 American Drive",Southfield,MI,48034,"United States",SHG0997879L7CCF,,05/09/2016,,FEDEX,903099212292,,
012476,6000368967,63875857,05/04/2016,,"Comparex Poland Sp. z o.o.",3M2-00001,8100,2.00,3M2-00006,Premium,"ul. Równoległa 2",Warszawa,MZ,02-235,Poland,"SHG0997879L7CC7 
 SHG0997879L7CC8",,05/13/2016,DAP,DHL,2862373732,,
012475,6000368965,75455324,05/04/2016,,"S_amp_T consulting Hungary Ltd.",3M2-00001,8100,2.00,3M2-00005,Standard,"Puskas Tivadar ut 14",Budaors,PE,2040,Hungary,"SHG0997879L7CDF
SHG0997879L7CCE",,05/09/2016,DAP,DHL,2862373625,,
012474,6000368966,60486835,05/04/2016,,"Laerdal Medical AS",3M2-00002,8600,1.00,3M2-00005,Standard,"TankeSvilandsgate 30",STAVANGER,11,4001,Norway,SHG0997877L7CW1,,05/20/2016,DAP,DHL,2862373846,,
012473,6000368955,56798760,05/04/2016,,"Costain Ltd",3M2-00002,8600,1.00,3M2-00005,Standard,"1500 Aviator Way Costain House",Manchester,,"M22 5TG","United Kingdom"," SHG0997877L7CWE",,05/20/2016,DAP,DHL,2862373850,,
012472,6000368921,60370875,05/04/2016,,"C_amp_Thoth Co., Ltd.",3M2-00002,8600,1.00,3M2-00005,Standard,"91 Bangbaecheon-ro, Seocho-gu",Seoul,,06675,"South Korea",SHG0997877L7CX0,,05/20/2016,DAP,DHL,2862373861,,
012471,6000368920,51017120,05/04/2016,,"Hewlett-Packard Singapore (Sales) P",3M2-00001,8100,1.00,3M2-00006,Premium,"450 Alexandra Road Singapore",Singapore,..,119960,Singapore,SHG0997879L7CBF,,05/18/2016,DAP,DHL,2862373813,,
012470,6000368912,69406181,05/04/2016,,"Republic Services",3M2-00002,8600,1.00,3M2-00006,Premium,"18500 N. Allied Way",Phoenix,AZ,85054,"United States",SHG0997877L7D4P,,06/01/2016,,FEDEX,903099216324,,
012469,6000368777,5011851,05/03/2016,,"Comparex Turkey Bilisim Teknolojile, ATTN: EMRE AYDIN",3M2-00002,8600,1.00,3M2-00005,Standard,"Inonu Cad. No:72 Beykoz",ISTANBUL,,34000,Turkey,SHG0997877L7CVL,,05/23/2016,DAP,DHL,2862373872,,
012468,6000368735,80800655,05/03/2016,,"Active for Trading",3M2-00002,8600,1.00,3M2-00006,Premium,"17 El Mdina St  El Nozha El Gedida",Cairo,,11111,Egypt,SHG0997877L7CX3,,05/23/2016,DAP,DHL,2862373883,,
012467,6000368717,5123168,05/03/2016,,"The City of Liverpool College",3M2-00001,8100,1.00,3M2-00005,Standard,"Bankfield Road",Liverpool,,"L13 0BQ","United Kingdom",SHG0997879L7CAM,,05/10/2016,DAP,DHL,2862373640,,
012466,6000368708,SHG0997879L71WW,05/03/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/12/2016,,FEDEX,,,
012465,6000368707,SHG0997879L73XK,05/03/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/12/2016,,FEDEX,,,
012463,6000368667,52893654,05/03/2016,,"Merrill Corporation",3M2-00002,8600,1.00,3M2-00006,Premium,"11 Hanbury Street C/O Interxion UK",London,London,"E1 6QR","United Kingdom",SHG0997877L7D35,,06/06/2016,DDP,DHL,2862374244,,
012462,6000368545,5219717,05/02/2016,,"Patricia Diaz Garcia - Grupo Aduanal",3M2-00001,8100,1.00,3M2-00005,Standard,"Calle Guatemala  4006 ","Col Juarez ",CP,88209,Mexico,SHG0997879L7CDB,,06/14/2016,,FEDEX,903099218110,,
012461,6000368544,87815038,05/02/2016,,"ManpowerGroup Co., Ltd., Information System",3M2-00001,8100,1.00,3M2-00005,Standard,"2-2-1 Minatomirai, Nishi-ku,",Yokohama-Shi,14,2208136,Japan,SHG0997879L7CDH,,05/26/2016,DAP,DHL,2862373964,,
012459,6000368507,81960445,05/02/2016,,"SB INTERNATIONAL TRADE COLOMBIA SAS",3M2-00001,8100,1.00,3M2-00005,Standard,"CR 106 No 15 A – 25 MZ 24 INT 14 ZO",Bogota,CUN,,Colombia," SHG0997879L7CCG",,05/05/2016,DAP,DHL,2862373603,,05/17/2016
012458,6000368460,8965173,05/02/2016,,"Noble Americas Corps",3M2-00002,8600,2.00,3M2-00006,Premium,"107 Elm Street, 7th Floor,",Stamford,CT,06902,"United States","SHG0997877L7CXF
SHG0997877L7CWH",,05/18/2016,,FEDEX,903099213818,,
012457,6000368458,61155278,05/02/2016,,"Sullair Austrailia Pty Ltd",3M2-00002,8600,1.00,3M2-00005,Standard,"324-332 Frankston-Dandenong Road",Dandenong,VIC,3175,Australia,SHG0997877L7D5K,,06/01/2016,DAP,DHL,2862374126,,
012456,6000368456,52893654,05/02/2016,,"Merrill Technology Services India Private Limited",3M2-00002,8600,1.00,3M2-00006,Premium,"5th Floor, Fortius Towers, Olympia Technology Park,","Guindy,","Chennai ",600032,India,SHG0997877L7D02,,05/18/2016,DAP,DHL,2862373802,,
012455,6000368457,52893654,05/02/2016,,"Merrill Technology Services India Private Limited",3M2-00002,8600,1.00,3M2-00006,Premium,"Module 103, Tidel Park Coimbatore Limited,, ELCOT SEZ - IT\ITES, Villankurichi Road,, Aerodrome Post,",Coimbatore,Coimbatore,641004,India,SHG0997877L7CYY,,05/18/2016,DAP,DHL,2862373791,,
012454,6000368459,61155278,05/02/2016,,"Sullair, LLC",3M2-00002,8600,1.00,3M2-00005,Standard,"3700 East Michigan Blvd",Michigan,IN,46360,"United States",SHG0997877L7CXW,,05/24/2016,,FEDEX,903099214928,,
012453,6000368445,52893654,05/02/2016,,"Merrill Corporation Hong Kong Limit",3M2-00002,8600,1.00,3M2-00006,Premium,"19 Des Voeux Road Central","Hong Kong",.,.,"Hong Kong"," SHG0997877L7D01",,05/18/2016,DAP,DHL,2862373780,,
012452,6000368444,82502364,05/02/2016,,"CSU Channel Islands",3M2-00001,8100,1.00,3M2-00006,Premium,"One University Drive",Camarillo,CA,93012,"United States"," SHG0997879L7CBQ",,05/05/2016,,FEDEX,903099211837,,
012451,6000368443,61732335,05/02/2016,,"Herbalife-Randy Miller",3M2-00002,8600,2.00,3M2-00005,Standard,"800 W. Olympic Blvd Suite 406","Los Angeles",CA,90015,"United States","SHG0997877L7CTM
SHG0997877L7D07",,05/18/2016,,FEDEX,903099213792,,
012450,6000368427,SHG0997877L7C2L,05/02/2016,,Microsoft,,,,3M2-00007,"Upgrade (Std to Premium)","One Microsoft Way",Redmond,WA,98052,"United States",,,05/02/2016,,FEDEX,,,
012449,6000368425,SHG0997877L7BWL,05/02/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012448,6000368423,SHG0997879L71TV,05/02/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012447,6000368426,SHG0997879L7A5C,05/02/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012446,6000368420,88556410,05/02/2016,,"Zetec, Inc.",3M2-00001,8100,1.00,3M2-00005,Standard,"8226 Bracken Pl SE Suit 100",Snoqualmie,WA,98065,"United States",SHG0997879L7CCB,,05/05/2016,,FEDEX,903099211859,,
012445,6000368418,6859092,05/02/2016,,"Department of Information Technolog",3M2-00002,8600,1.00,3M2-00006,Premium,"3700 Wake Forest Road",Raleigh,NC,27609,"United States"," SHG0997877L7CY1",,05/18/2016,,FEDEX,903099213781,,
012444,6000368422,6357734,05/02/2016,,"Banca Popolare di Vicenza S.p.a.",3M2-00001,8100,1.00,3M2-00006,Premium,"Viale Europa 51",Vicenza,VI,36100,Italy,SHG0997879L7CBK,,05/05/2016,DAP,DHL,2862373592,,
012443,6000368424,SHG0997877L72HG,05/02/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012442,6000368421,68290092,05/02/2016,,"Ceske aerolinie a.s.",3M2-00002,8600,1.00,3M2-00006,Premium,"Jana Kaspara 1069/1",Prague,PR,"160 08","Czech Republic",SHG0997877L7CY2,,05/18/2016,DAP,DHL,2862373776,,
012441,6000368419,48347304,05/02/2016,,"Manteca Unified School District",3M2-00001,8100,1.00,3M2-00005,Standard,"2271 W. Louise Ave",Manteca,CA,95337,"United States"," SHG0997879L7CBE",,05/05/2016,,FEDEX,903099211848,,
012439,6000368377,SHG0997879L70RP,04/29/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012438,6000368379,SHG0997879L7BFQ,04/29/2016,,Microsoft,,,,3M2-00007,"Upgrade (Std to Premium)","One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012436,6000368375,SHG0997879L7BHP,04/29/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012435,6000368374,SHG0997879L71DT,04/29/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012434,6000368373,SHG0997879L718D,04/29/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012432,6000368359,SHG0997877L74BP,04/29/2016,,Microsoft,,,,3M2-00007,"Upgrade (Std to Premium)","One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012430,6000368357,SHG0997877L78YQ,04/29/2016,,Microsoft,,,,3M2-00007,"Upgrade (Std to Premium)","One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012429,6000368356,SHG0991003L70DE,04/29/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012427,6000368354,SHG0997877L72F7,04/29/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012426,6000368353,SHG0991003L706S,04/29/2016,,Microsoft,,,,3M2-00007,"Upgrade (Std to Premium)","One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012425,6000368352,SHG0997879L71Y0,04/29/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012424,6000368351,SHG0997879L7BD8,04/29/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012423,6000368085,51193519,04/28/2016,,"Rezayat Trading Company Ltd",3M2-00001,8100,1.00,3M2-00005,Standard,"Salahuddin Al Ayoubi St. (Back of O",Alkhobar,,31952,"Saudi Arabia",SHG0997879L7CB4,,05/11/2016,DAP,DHL,2862373673,,
012422,6000368021,62062316,04/28/2016,,CITEC,3M2-00002,8600,2.00,3M2-00006,Premium,"317 Edward St",Brisbane,QLD,4000,Australia,"SHG0997877L7CMK
 SHG0997877L7CTD",,05/12/2016,DAP,DHL,2862373706,,
012421,6000367984,SHG0997877L720Y,04/28/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012420,6000367983,61917602,04/28/2016,,"Comparex Turkey Bilişim Teknolojile",3M2-00001,8100,1.00,3M2-00005,Standard,"Anadolu Hisari Inonu Cad. No:72 348",ISTANBUL,,34000,Turkey,SHG0997879L7CB5,,05/03/2016,DAP,DHL,2862373485,,
012419,6000367977,SHG0997879L71A7,04/28/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012418,6000367981,SHG0997879L71DJ,04/28/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012417,6000367982,SHG0997879L71P2,04/28/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012416,6000367978,SHG0997879L7434,04/28/2016,,Microsoft,,,,3M2-00007,"Upgrade (Std to Premium)","One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012414,6000367980,SHG0997879L71P3,04/28/2016,,Microsoft,,,,3M2-00005,Standard,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012413,6000367908,80264479,04/27/2016,,"Kiewit Corporation",3M2-00002,8600,2.00,3M2-00006,Premium,"12720 I street",Omaha,NE,68137,"United States","SHG0997877L7CY0
SHG0997877L7CX1",,05/18/2016,,FEDEX,903099213760,,
012412,6000367907,SHG0997879L70PN,04/27/2016,,Microsoft,,,,3M2-00006,Premium,"One Microsoft Way",Redmond,WA,98052,"United States",,,05/03/2016,,FEDEX,,,
012411,6000367904,FSR-9462,04/27/2016,,"Emanuele Repetto",3M2-00001,8100,1.00,3M2-00006,Premium,"Via D.Chiossone 12",Genova,GE,16123,Italy,SHG0997879L7C56,,04/28/2016,DDP,DHL,2862373430,,
012410,6000367858,64229891,04/27/2016,,"Atlantis Health Care Group PR, Inc.",3M2-00001,8100,1.00,3M2-00005,Standard,"4 Aniceto Diaz, Int. PR-876","Trujillo Alto",,00976,"Puerto Rico",SHG0997879L7CAJ,,05/02/2016,DAP,DHL,2862373474,,
012409,6000367651,8965173,04/26/2016,,"Noble Europe Limited",3M2-00002,8600,1.00,3M2-00006,Premium,"33 Cavendish Square",London,"London ","W1G 0PW","United Kingdom",SHG0997877L7CSX,,05/11/2016,DAP,DHL,2862373695,,
012408,6000367652,8965173,04/26/2016,,"Noble Europe Limited",3M2-00001,8100,1.00,3M2-00006,Premium,"33 Cavendish Square",London,"London ","W1G 0PW","United Kingdom",SHG0997879L7CAS,,05/03/2016,DAP,DHL,"2862373511
2862373533",,
012407,6000367653,8965173,04/26/2016,,"Noble Resources Ltd",3M2-00002,8600,1.00,3M2-00006,Premium,"38 Gloucester Road, Wanchai","Hong Kong",.,.,"Hong Kong",SHG0997877L7CP6,,05/11/2016,DAP,DHL,2862373544,,
012406,6000367646,86475049,04/26/2016,,"Ascentech K.K.",3M2-00001,8100,1.00,3M2-00005,Standard,"2-35-4 Minami Ikebukuro Toshima-ku",Tokyo,13,171-0022,Japan,SHG0997879L7CAP,,05/12/2016,DAP,DHL,2862373651,,
012405,6000367645,6719542,04/26/2016,,"Auckland University of Technology",3M2-00002,8600,1.00,3M2-00005,Standard,"56 Wakefield Street",Auckland,,1010,"New Zealand"," SHG0997877L7CP5",,05/04/2016,DAP,DHL,2862373522,,
012404,6000367519,SHG0997879L70S8,04/26/2016,,"NEH ICT Solutions",,,,3M2-00006,Premium,"Kastanjelaan 3 AN LEUSDEN","AN LEUSDEN",,3833,Netherlands,,,05/03/2016,DAP,DHL,,,
012403,6000367518,SHG0997879L713L,04/26/2016,,"SiEBEN LTD",,,,3M2-00005,Standard,"Aristomenous 3, 153 44, Gerakas",Athens,,15344,Greece,,,05/03/2016,DAP,DHL,,,
012402,6000367502,57595078,04/26/2016,,"Suffolk County Council",3M2-00002,8600,1.00,3M2-00006,Premium,"5 Constantine Road",Ipswich,Ipswich,"IP1 2DH","United Kingdom"," SHG0997877L7CP2",,05/12/2016,DDP,DHL,2862373581,,
012401,6000367480,7326138,04/26/2016,,IBM,3M2-00001,8100,1.00,3M2-00006,Premium,"Rua Proletariado 14 Portela de Carn",CARNAXIDE,CARNAXIDE,2790-138,Portugal,SHG0997879L7C9W,,05/02/2016,DDP,DHL,2862373441,,
012400,6000365403,75768013,04/25/2016,,"ODMedia BV",3M2-00001,8100,1.00,3M2-00005,Standard,"Dekhuyzenstraat 40",Utrecht,"UT ",3572WN,Netherlands,SHG0997879L7C4G,,04/26/2016,DDP,DHL,2862373345,,
012399,6000367012,84012939,04/22/2016,,"ICF Consulting Group",3M2-00002,8600,1.00,3M2-00006,Premium,"7127 Florida Blvd","Baton Rouge",LA,70806,"United States",SHG0997877L7CP3,,05/04/2016,,FEDEX,903099211388,,
012398,6000367008,92037574,04/22/2016,,"Demand Management, Inc.",3M2-00001,8100,1.00,3M2-00005,Standard,"1 Cityplace Drive Suite 540","SAINT LOUIS",MO,63141,"United States",SHG0997879L7C62,,04/27/2016,,FEDEX,903099210289,,
012397,6000367010,52653733,04/22/2016,,"Ambit Energy Holdings, LLC",3M2-00001,8100,2.00,3M2-00006,Premium,"1600 W Plano Pkwy",Plano,TX,75075,"United States","SHG0997879L7C3G 
SHG0997879L7CAN",,04/27/2016,,FEDEX,903099210267,,
012396,6000367009,52893654,04/22/2016,,"Merrill Communications LLC",3M2-00002,8600,1.00,3M2-00006,Premium,"1 Merrill Circle","SAINT PAUL",MN,55108,"United States"," SHG0997877L7CN2",,05/04/2016,,FEDEX,903099211355,,
012395,6000367007,76826208,04/22/2016,,Mediamobile,3M2-00002,8600,1.00,3M2-00005,Standard,"27 Boulevard Hipollyte Marques","IVRY SUR SEINE",,94200,France,SHG0997877L7CNM,,05/12/2016,DDP,DHL,2862373570,,
012393,6000366847,62752130,04/21/2016,,"Patricia Diaz Garcia - Grupo Aduana",3M2-00001,8100,1.00,3M2-00005,Standard,"8415 El Gato Rd",Laredo,TX,78045,"United States",SHG0997879L7C57,,04/27/2016,,FEDEX,903099210201,,
012392,6000366849,5798478,04/21/2016,,"Patricia Diaz Garcia - Grupo Aduana",3M2-00001,8100,4.00,3M2-00006,Premium,"8415 EI Gato Rd",Laredo,TX,78045,"United States","SHG0997879L7C39
SHG0997879L7CAH 
SHG0997879L7CAL
SHG0997879L7CAQ",,04/27/2016,,FEDEX,903099210164,,
012391,6000366844,89609153,04/21/2016,,"Fonterra Co-Operative Group Limited",,,,3M2-00005,Standard,"Level 2, The CPO, 12 Queen Street",Auckland,,1010,"New Zealand",,,04/26/2016,DAP,DHL,,,
012390,6000366820,86346998,04/21/2016,,"Ale Kommun",3M2-00002,8600,2.00,3M2-00005,Standard,"Ledetvägen 6",Alafors,O,"449 51",Sweden,"SHG0997877L7CN0
SHG0997877L7CN1",,05/04/2016,DDP,DHL,2862373566,,
012389,6000366819,6996065,04/21/2016,,"Ecritel / Global Switch",3M2-00001,8100,1.00,3M2-00006,Premium,"7 rue Petit",Clichy,"Clichy ",92210,France,SHG0997879L7C5X,,04/27/2016,DDP,DHL,2862373371,,05/09/2016
012388,6000366818,88145830,04/21/2016,,"Thames Valley Police",3M2-00002,8600,1.00,3M2-00006,Premium,"Vickery House, Hamble Lane",Netley,HAM,"SO31 4TS","United Kingdom",SHG0997877L7CMG,,05/04/2016,DDP,DHL,2862373555,,
012387,6000366817,6996065,04/21/2016,,"Corsair International",3M2-00001,8100,1.00,3M2-00006,Premium,"2 avenue Charles Lindbergh",Rungis,94,94150,France,SHG0997879L7C4V,,04/27/2016,DDP,DHL,2862373360,,
012386,6000366544,80221155,04/20/2016,,"Al-Othaim Commecial Company",3M2-00002,8600,1.00,3M2-00005,Standard,"Rashid AlBalaa Bldg. King Abdulaziz",Riyadh,,11461,"Saudi Arabia",SHG0997877L7CLV,,05/11/2016,DAP,DHL,2862373684,,
012385,6000366543,88474812,04/20/2016,,"Sol-Tec Ltd",3M2-00001,8100,2.00,3M2-00005,Standard,"2 Richfield Avenue Thames Court",Reading,,"RG1 8EQ","United Kingdom","SHG0997879L7C4H
SHG0997879L7C3F",,04/26/2016,DAP,DHL,2862373312,,
012384,NFR-2,N/A,04/20/2016,,"BUI (Pty) Ltd",3M2-00001,8100,1.00,,,"3012 William Nicol Drive, Bryanston",Johannesburg,Gauteng,2074,"South Africa",SHG0997879L7CC6,,06/03/2016,DDP,DHL,"2862374174
2862374211",,
012383,6000366448,71259204,04/20/2016,,"Alnafitha IT",3M2-00002,8600,1.00,3M2-00005,Standard,"Oloya Street",Riyadh,,11323,"Saudi Arabia",SHG0997877L7CMH,,05/04/2016,DAP,DHL,2862373496,,
012382,6000366252,6034146,04/19/2016,,"SPMS - Servicos Partilhados, ATTN: Jorge Santos",3M2-00002,8600,1.00,3M2-00006,Premium,"Rua do Breiner, nº 121",Porto,13,4050-126,Portugal,SHG0997877L7C8S,,04/26/2016,DDP,DHL,2862373334,,
012381,6000366033,49218218,04/18/2016,,"AB BLÅKLÄDER",3M2-00001,8100,1.00,3M2-00005,Standard,"Spinnaregatan 2",Svenljunga,O,"512 53",Sweden,SHG0997879L7C3J,,04/26/2016,DDP,DHL,2862373323,,
012380,6000366032,61031309,04/18/2016,,"Oramix SA",3M2-00001,8100,1.00,3M2-00006,Premium,"Lagoas Park, Edificio 8, Piso 1","Porto Salvo",11,2740-244,Portugal,SHG0997879L7C58,,04/21/2016,DDP,DHL,2862373253,,
012379,6000366031,48125803,04/18/2016,,"Oramix SA",3M2-00001,8100,1.00,3M2-00005,Standard,"Lagoas Park, Edificio 8, Piso 1","Porto Salvo",,2740-244,Portugal,SHG0997879L7C3M,,04/21/2016,DDP,DHL,2862373264,,
012378,6000365984,"FSR 9557",04/18/2016,,"BDO Group Holdings (QLD) Pty Ltd, ATTN: Shaun Nell",3M2-00001,8100,1.00,3M2-00005,Standard,"Level 1012 Creek Street",Brisbane,QLD,4000,Australia,SHG0997879L7C5T,,04/18/2016,DDP,DHL,2862373172,,
